-0.0135913623,0.034464969,-0.0277733607,-0.0060751885
-0.0129020629,0.2299739932,-0.0278948645,-0.3073899446
-0.0083025831,0.0352603999,-0.0340426634,-0.0236332072
-0.0075973751,-0.1593572286,-0.0345153275,0.2581174847
-0.0107845197,0.0362400436,-0.0293529778,-0.0452491702
-0.0100597188,-0.1584489729,-0.0302579612,0.2380300197
-0.0132286982,0.0370918891,-0.0254973608,-0.0640414972
-0.0124868605,-0.1576553911,-0.0267781908,0.2204890603
-0.0156399683,0.0378388902,-0.0223684096,-0.0805190777
-0.0148831905,-0.1569553834,-0.0239787911,0.2050234734
-0.0180222981,0.0385011221,-0.0198783217,-0.0951260898
-0.0172522757,-0.156330363,-0.0217808435,0.1912195576
-0.020378883,0.0390962989,-0.0179564523,-0.1082539662
-0.019596957,-0.1557637943,-0.0201215316,0.1787101395
-0.0227122329,0.0396402362,-0.0165473289,-0.1202519037
-0.0219194281,-0.1552407747,-0.0189523669,0.1671649001
-0.0250242436,-0.3500863826,-0.0156090689,0.4538091609
-0.0320259713,-0.154747229,-0.0065328857,0.1562472447
-0.0351209159,0.0404676455,-0.0034079408,-0.1384894731
-0.034311563,-0.1546053293,-0.0061777303,0.1531163571
-0.0374036696,-0.3496382817,-0.0031154031,0.4438439622
-0.0443964352,-0.1544723887,0.0057614761,0.1501806163
-0.047485883,0.0405665894,0.0087650884,-0.1406791306
-0.0466745512,-0.1546797928,0.0059515058,0.1547560957
-0.049768147,0.0403564407,0.0090466277,-0.136043341
-0.0489610182,-0.1548939128,0.0063257609,0.1594798769
-0.0520588965,0.0401369061,0.0095153585,-0.1312007371
-0.0512561583,-0.1551200477,0.0068913437,0.1644689077
-0.0543585593,0.0399025789,0.0101807219,-0.1260320469
-0.0535605077,-0.1553637301,0.0076600809,0.1698453182
-0.0566677823,0.039647747,0.0110569873,-0.1204112737
-0.0558748274,-0.1556308615,0.0086487618,0.1757394215
-0.0589874446,0.0393662534,0.0121635503,-0.114202607
-0.0582001195,-0.1559278549,0.0098794981,0.1822928806
-0.0613186766,0.039051347,0.0135253557,-0.1072571239
-0.0605376497,-0.156261788,0.0113802132,0.189662115
-0.0636628855,0.0386955204,0.0151734555,-0.0994092007
-0.0628889751,-0.1566405703,0.0131852715,0.198022031
-0.0660217865,0.0382903317,0.0171457122,-0.090472548
-0.0652559798,-0.1570731271,0.0153362612,0.2075701596
-0.0683974424,0.0378262048,0.0194876644,-0.0802357746
-0.0676409183,-0.1575696059,0.0178829489,0.2185312999
-0.0707923104,0.0372922062,0.0222535749,-0.0684573751
-0.0700464663,0.2320881583,0.0208844274,-0.3540369448
-0.0654047031,0.0366755701,0.0138036885,-0.0548424081
-0.0646711917,0.2315969044,0.0127068403,-0.343138399
-0.0600392536,0.036296505,0.0058440723,-0.0464757395
-0.0593133235,0.2313341705,0.0049145576,-0.3373090944
-0.0546866401,0.0361426289,-0.0018316243,-0.0430804438
-0.0539637875,-0.1589530096,-0.0026932332,0.2490240259
-0.0571428477,0.0362072998,0.0022872473,-0.0445071862
-0.0564187017,-0.1589473746,0.0013971036,0.2488965099
-0.0595976492,-0.35408925,0.0063750338,0.5420197857
-0.0666794342,-0.1590574764,0.0172154295,0.2513523172
-0.0698605837,0.0358144647,0.0222424758,-0.0358511934
-0.0691442944,0.230610509,0.021525452,-0.3214342359
-0.0645320843,0.0351887406,0.0150967673,-0.0220414974
-0.0638283095,0.2300909721,0.0146559373,-0.3099232488
-0.05922649,0.0347633065,0.0084574723,-0.0126545252
-0.0585312239,0.2297629517,0.0082043818,-0.3026570648
-0.0539359648,0.0345250377,0.0021512405,-0.0073979889
-0.0532454641,0.2296160711,0.0020032808,-0.2994013977
-0.0486531427,0.0344656225,-0.0039847472,-0.006087348
-0.0479638302,0.2296444933,-0.0041064942,-0.3000248425
-0.0433709404,0.0345813146,-0.010106991,-0.0086398474
-0.0426793141,0.2298467448,-0.010279788,-0.3044944376
-0.0380823792,0.0348727881,-0.0163696767,-0.0150711596
-0.0373849234,-0.1600106228,-0.0166710999,0.2724023209
-0.0405851359,0.0353451929,-0.0112230535,-0.0254917591
-0.039878232,-0.1596140272,-0.0117328887,0.2636291455
-0.0430705125,0.0356734129,-0.0064603057,-0.0327312424
-0.0423570443,0.2308874088,-0.0071149306,-0.3274454426
-0.0377392961,0.0358674708,-0.0136638394,-0.0370147117
-0.0370219467,-0.1590559009,-0.0144041337,0.2513260083
-0.0402030647,0.0362687454,-0.0093776135,-0.0458652362
-0.0394776898,-0.1587174897,-0.0102949182,0.2438442782
-0.0426520396,0.0365499839,-0.0054180327,-0.0520680631
-0.0419210399,-0.1584938617,-0.0064593939,0.2389005174
-0.0450909172,0.0367197684,-0.0016813836,-0.0558128677
-0.0443565218,-0.1583780341,-0.0027976409,0.2363390959
-0.0475240825,0.036783775,0.001929141,-0.0572249775
-0.046788407,-0.1583657836,0.0007846414,0.2360659828
-0.0499557226,0.0367449486,0.0055059611,-0.0563693409
-0.0492208237,-0.1584555145,0.0043785743,0.2380456599
-0.052389934,0.0366036108,0.0091394875,-0.0532529265
-0.0516578617,0.2315933292,0.0080744289,-0.3430383167
-0.0470259952,0.0363574422,0.0012136626,-0.0478201764
-0.0462988463,0.2314619695,0.0002572591,-0.340119935
-0.0416696069,0.0363363587,-0.0065451396,-0.0473558944
-0.0409428798,-0.1586911313,-0.0074922575,0.2432548173
