10,17.666666666666668
20,16.63157894736842
30,19.20689655172414
40,18.307692307692307
50,17.775510204081634
60,18.135593220338983
70,19.391304347826086
80,19.240506329113924
90,19.348314606741575
100,19.0
110,18.71
120,19.58
130,19.56
140,19.81
150,20.88
160,21.01
170,20.64
180,21.57
190,21.9
200,22.77
210,23.31
220,22.92
230,22.42
240,23.85
250,24.44
260,25.64
270,27.56
280,32.08
290,39.98
300,54.33
310,71.6
320,88.9
330,106.4
340,121.96
350,138.01
360,153.64
370,168.19
380,180.17
390,189.38
400,192.49
410,193.19
420,193.84
430,194.45
440,195.64
450,196.36
460,197.41
470,198.63
480,199.38
490,199.92
500,200.0
510,199.92
520,199.92
530,199.92
540,199.92
550,199.92
560,199.92
570,199.92
580,199.92
590,199.92
600,199.92
610,200.0
620,200.0
630,200.0
640,199.98
650,199.98
660,199.98
670,199.98
680,199.98
690,199.98
700,199.98
710,199.98
720,199.98
730,199.98
740,200.0
750,200.0
760,200.0
770,200.0
780,200.0
790,200.0
800,200.0
810,200.0
820,200.0
830,200.0
840,200.0
850,200.0
860,200.0
870,200.0
880,200.0
890,200.0
900,200.0
910,200.0
920,200.0
930,200.0
940,200.0
950,200.0
960,200.0
970,200.0
980,200.0
990,200.0
1000,200.0
