10,-145.0
20,-156.94736842105263
30,-163.0
40,-165.51282051282053
50,-167.3877551020408
60,-170.0
70,-171.05797101449275
80,-172.81012658227849
90,-173.76404494382024
100,-174.46464646464648
110,-177.44
120,-179.0
130,-178.85
140,-179.26
150,-180.57
160,-180.93
170,-181.18
180,-180.47
190,-180.41
200,-181.23
210,-181.85
220,-181.94
230,-183.3
240,-184.11
250,-183.99
260,-183.83
270,-184.46
280,-185.52
290,-185.85
300,-185.46
310,-185.14
320,-185.12
330,-184.88
340,-185.4
350,-185.45
360,-185.39
370,-185.0
380,-184.41
390,-184.56
400,-183.83
410,-183.57
420,-183.52
430,-183.56
440,-183.18
450,-182.53
460,-182.71
470,-183.5
480,-183.51
490,-184.08
500,-185.11
510,-185.52
520,-186.08
530,-186.13
540,-186.06
550,-186.85
560,-186.97
570,-186.38
580,-186.58
590,-186.33
600,-186.41
610,-186.11
620,-185.39
630,-185.41
640,-185.41
650,-185.48
660,-185.54
670,-185.67
680,-185.62
690,-184.86
700,-185.23
710,-186.27
720,-187.03
730,-187.42
740,-187.46
750,-187.33
760,-187.37
770,-187.22
780,-187.41
790,-187.95
800,-187.29
810,-186.76
820,-185.87
830,-185.24
840,-185.37
850,-185.62
860,-185.66
870,-186.12
880,-185.7
890,-185.21
900,-185.56
910,-186.45
920,-187.39
930,-187.65
940,-187.83
950,-187.55
960,-187.72
970,-187.5
980,-187.53
990,-188.21
1000,-188.3
