10,18.444444444444443
20,18.05263157894737
30,18.06896551724138
40,18.153846153846153
50,17.428571428571427
60,17.847457627118644
70,17.536231884057973
80,18.164556962025316
90,18.123595505617978
100,18.232323232323232
110,18.57
120,18.83
130,18.74
140,18.63
150,18.97
160,19.53
170,19.89
180,20.78
190,20.88
200,21.86
210,21.92
220,22.81
230,23.74
240,24.48
250,24.88
260,24.27
270,24.41
280,23.57
290,24.68
300,23.29
310,24.07
320,23.31
330,22.5
340,22.27
350,23.54
360,24.11
370,23.84
380,22.91
390,24.17
400,25.43
410,24.77
420,24.26
430,26.92
440,28.28
450,26.26
460,25.37
470,25.41
480,25.63
490,22.79
500,21.51
510,20.47
520,20.28
530,17.52
540,15.99
550,16.68
560,16.94
570,16.76
580,17.7
590,19.38
600,20.73
610,21.23
620,21.33
630,21.11
640,20.7
650,20.12
660,19.61
670,19.36
680,18.82
690,17.61
700,16.46
710,16.78
720,17.17
730,17.13
740,16.89
750,16.8
760,17.01
770,17.14
780,16.65
790,16.36
800,16.74
810,16.65
820,17.01
830,17.52
840,17.7
850,17.81
860,18.11
870,18.4
880,19.39
890,19.79
900,20.18
910,20.38
920,20.58
930,21.54
940,24.65
950,27.53
960,30.67
970,32.56
980,32.59
990,32.45
1000,31.55
