10,20.88888888888889
20,20.31578947368421
30,19.517241379310345
40,22.102564102564102
50,22.755102040816325
60,22.8135593220339
70,22.768115942028984
80,22.139240506329113
90,21.876404494382022
100,21.848484848484848
110,21.23
120,21.43
130,21.64
140,20.72
150,20.21
160,20.49
170,20.57
180,21.62
190,22.3
200,23.38
210,23.58
220,23.5
230,24.02
240,25.17
250,24.69
260,23.96
270,23.9
280,24.94
290,25.04
300,24.75
310,26.38
320,26.27
330,27.21
340,28.72
350,30.5
360,32.68
370,33.17
380,33.12
390,33.35
400,32.43
410,32.99
420,39.74
430,43.78
440,53.35
450,61.91
460,60.94
470,60.43
480,59.89
490,60.89
500,60.39
510,57.49
520,49.79
530,43.2
540,29.92
550,19.05
560,16.96
570,15.66
580,13.34
590,10.31
600,13.62
610,15.06
620,26.97
630,41.98
640,53.17
650,60.25
660,77.13
670,87.4
680,87.68
690,97.39
700,100.35
710,103.82
720,99.33
730,91.79
740,90.47
750,88.73
760,81.52
770,82.92
780,88.34
790,89.94
800,87.26
810,91.45
820,93.74
830,99.61
840,98.11
850,101.6
860,93.88
870,82.2
880,76.48
890,65.14
900,60.98
910,51.84
920,42.1
930,28.8
940,20.42
950,11.54
960,9.54
970,9.56
980,9.54
990,9.62
1000,9.61
